run;pdb;geom;detector distance;mode
192;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
193;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
194;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
195;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
196;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
197;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
198;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
199;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
200;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
201;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
202;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
203;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
204;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
205;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
206;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
207;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
208;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
209;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
210;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
211;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
212;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
213;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
214;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
215;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
216;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
217;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
218;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
219;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
220;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
221;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
222;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
223;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
224;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
225;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
226;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
227;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
228;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
229;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
230;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
231;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
232;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
233;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
234;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
235;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
236;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
237;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
238;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
239;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
240;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
241;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
242;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
243;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/6gth.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
257;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
258;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
259;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
260;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
260;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
261;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
262;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
263;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
264;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
265;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
266;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
267;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_1;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_3;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_4;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_5;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_6;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_7;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_8;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_9;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_10;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_11;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_12;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_13;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_14;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_15;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_16;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_17;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_18;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_19;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_20;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_21;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_22;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_23;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;;200;4M
2509_24;;;;16M
2509_26;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/1iph.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_27;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/1iph.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_30;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/1iph.pdb;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_31;ASK;;200;16M
2509_32;ASK;;200;16M
2509_33;ASK;;200;16M
2509_34;ASK;;200;16M
2509_35;ASK;;200;16M
2509_36;ASK;;200;16M
2509_37;ASK;;200;16M
2509_38;ASK;;200;16M
2509_39;ASK;;200;16M
2509_40;ASK;;200;16M
2509_41;ASK;;200;16M
2509_42;ASK;;200;16M
2509_43;ASK;;200;16M
2509_44;ASK;;200;16M
2509_45;ASK;;200;16M
2509_46;ASK;;200;16M
2509_47;ASK;;200;16M
2509_48;ASK;;200;16M
2509_49;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_50;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_51;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_52;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_53;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_54;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_55;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_56;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_57;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_58;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_59;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_60;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_61;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_62;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_63;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_64;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_65;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_66;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_67;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_68;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_69;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_70;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
2509_71;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/lysozyme.cell;/asap3/petra3/gpfs/p11/2020/data/11009046/processed/indexing/eiger16M-P11_200mm_sh1.geom;200;16M
